,Text,Lemma,POS,Tag,Dep,Shape,Is_Alpha,Is_Stop
17128,für,für,VERB,VERB,punct,xxx,True,False
17129,Assyriologie,assyriologie,NOUN,NOUN,ROOT,Xxxxx,True,False
17130,und,und,ADP,ADP,case,xxx,True,False
17131,verwandte,verwandte,NOUN,NOUN,nmod,xxxx,True,False
17132,Gebiete,Gebiete,PROPN,PROPN,ROOT,Xxxxx,True,False
17133,",",",",PUNCT,PUNCT,punct,",",False,False
17134,(,(,PUNCT,PUNCT,punct,(,False,False
17135,from,from,NOUN,NOUN,dep,xxxx,True,False
17136,1939,1939,NUM,NUM,nummod,dddd,False,False
17137,),),PUNCT,PUNCT,punct,),False,False
17138,und,und,NOUN,NOUN,case,xxx,True,False
17139,Vorderasiatische,vorderasiatische,NOUN,NOUN,ROOT,Xxxxx,True,False
17140,Archäologie,Archäologie,PROPN,PROPN,nmod,Xxxxx,True,False
17141,(,(,PUNCT,PUNCT,punct,(,False,False
17142,Leipzig,leipzig,NOUN,NOUN,appos,Xxxxx,True,False
17143,…,…,NOUN,NOUN,nmod,…,False,False
17144,Berlin,Berlin,PROPN,PROPN,nmod,Xxxxx,True,False
17145,1886,1886,NUM,NUM,nmod,dddd,False,False
17146,ff,ff,NOUN,NOUN,nmod,xx,True,False
17147,.,.,PUNCT,PUNCT,punct,.,False,False
17148,),),PUNCT,PUNCT,punct,),False,False
17149,;,;,PUNCT,PUNCT,punct,;,False,False
17150,s.,s.,PRON,PRON,nummod,x.,False,False
17151,UAVA,uava,NOUN,NOUN,ROOT,XXXX,True,False
17152,  ,  ,SPACE,SPACE,dep,  ,False,False
17153,66,66,NUM,NUM,nummod,dd,False,False
17154,[,[,PUNCT,PUNCT,punct,[,False,False
17155,1976,1976,NUM,NUM,nummod,dddd,False,False
17156,],],PUNCT,PUNCT,punct,],False,False
17157,56,56,NUM,NUM,dep,dd,False,False
17158,et,et,CCONJ,CCONJ,cc,xx,True,True
17159,n.,n.,NOUN,NOUN,conj,x.,False,False
17160,220,220,NUM,NUM,fixed,ddd,False,False
17161,),),PUNCT,PUNCT,punct,),False,False
17162,.,.,PUNCT,PUNCT,punct,.,False,False
17163,3.4.3.1,3.4.3.1,NUM,NUM,nummod,d.d.d.d,False,False
17164,Formes,forme,NOUN,NOUN,ROOT,Xxxxx,True,False
17165,non,non,ADV,ADV,advmod,xxx,True,False
17166,redoublées,redoubler,VERB,VERB,acl,xxxx,True,False
17167,pB,pb,CCONJ,CCONJ,obl:mod,xX,True,False
17168,litt,litt,ADV,ADV,obl:mod,xxxx,True,False
17169,.,.,PUNCT,PUNCT,punct,.,False,False
17170,-ke1-ne,-ke1-ne,NOUN,NOUN,nsubj,-xxd-xx,False,False
17171,=,=,VERB,VERB,ROOT,=,False,False
17172,{,{,ADJ,ADJ,advmod,{,False,False
17173,ak,ak,VERB,VERB,obj,xx,True,False
17174,+,plus,ADP,ADP,case,+,False,False
17175,en,en,ADP,ADP,case,xx,True,True
17176,e,e,ADV,ADV,nmod,x,True,False
17177,},},NOUN,NOUN,fixed,},False,False
17178,:,:,PUNCT,PUNCT,punct,:,False,False
17179,n,n,NOUN,NOUN,advmod,x,True,False
17180,u,u,ADP,ADP,fixed,x,True,False
17181,m,m,VERB,VERB,fixed,x,True,False
17182,m,m,NOUN,NOUN,fixed,x,True,False
17183,u,u,ADJ,ADJ,fixed,x,True,False
17184,u,u,ADJ,ADJ,fixed,x,True,False
17185,u,u,ADJ,ADJ,fixed,x,True,False
17186,n,ne,AUX,AUX,advmod,x,True,False
17187,k,k,ADJ,ADJ,fixed,x,True,False
17188,k,k,ADJ,ADJ,flat:foreign,x,True,False
17189,en,en,ADP,ADP,fixed,xx,True,True
17190,en,en,PRON,PRON,fixed,xx,True,True
17191,e,e,X,X,fixed,x,True,False
17192,(,(,PUNCT,PUNCT,punct,(,False,False
17193,VS,v,NOUN,NOUN,appos,XX,True,False
17194,2,2,NUM,NUM,nummod,d,False,False
17195,",",",",PUNCT,PUNCT,punct,",",False,False
17196,reverse,reverse,NOUN,NOUN,nmod,xxxx,True,False
17197,;,;,PUNCT,PUNCT,punct,;,False,False
17198,revised,revised,VERB,VERB,dep,xxxx,True,False
17199,  ,  ,SPACE,SPACE,dep,  ,False,False
17200,ii,ii,ADV,ADV,advmod,xx,True,False
17201,3,3,NUM,NUM,nummod,d,False,False
17202,´,´,NOUN,NOUN,ROOT,´,False,False
17203,et,et,CCONJ,CCONJ,cc,xx,True,True
17204,5,5,NUM,NUM,nummod,d,False,False
17205,´,´,NOUN,NOUN,conj,´,False,False
17206,),),PUNCT,PUNCT,punct,),False,False
17207,.,.,PUNCT,PUNCT,punct,.,False,False
17208,36,36,NUM,NUM,nummod,dd,False,False
17209,L’,l’,NOUN,NOUN,ROOT,X’,False,True
17210,ex,ex,PROPN,PROPN,nmod,xx,True,False
17211,.,.,PUNCT,PUNCT,ROOT,.,False,False
17212,le,le,DET,DET,det,xx,True,True
17213,plus,plus,ADV,ADV,advmod,xxxx,True,True
17214,ancien,ancien,ADJ,ADJ,amod,xxxx,True,False
17215,que,que,SCONJ,SCONJ,mark,xxx,True,True
17216,je,je,PRON,PRON,nsubj,xx,True,True
17217,connaisse,connaître,VERB,VERB,ccomp,xxxx,True,False
17218,est,être,AUX,AUX,nummod,xxx,True,True
17219,äe,äe,ADP,ADP,det,xx,True,False
17220,2,2,NUM,NUM,obl:mod,d,False,False
17221,m,m,ADP,ADP,case,x,True,False
17222,2,2,NUM,NUM,nmod,d,False,False
17223,m,m,VERB,VERB,advcl,x,True,False
17224,u,u,ADP,ADP,case,x,True,False
17225,n,n,NOUN,NOUN,obl:arg,x,True,False
17226,n,n,NOUN,NOUN,obl:agent,x,True,False
17227,a,avoir,VERB,VERB,acl:relcl,x,True,True
17228,-ak,-ak,PRON,PRON,punct,-xx,False,False
17229,-,-,NOUN,NOUN,nmod,-,False,False
17230,e,e,ADJ,ADJ,dep,x,True,False
17231,(,(,PUNCT,PUNCT,punct,(,False,False
17232,TCS,tc,NOUN,NOUN,appos,XXX,True,False
17233,1,1,NUM,NUM,nummod,d,False,False
17234,",",",",PUNCT,PUNCT,punct,",",False,False
17235,199:6,199:6,NUM,NUM,conj,ddd:d,False,False
17236,[,[,PUNCT,PUNCT,punct,[,False,False
17237,s.d,s.d,NOUN,NOUN,ROOT,x.x,False,False
17238,.,.,PUNCT,PUNCT,punct,.,False,False
17239,],],PUNCT,PUNCT,ROOT,],False,False
17240,),),PUNCT,PUNCT,ROOT,),False,False
17241,.,.,PUNCT,PUNCT,punct,.,False,False
17242,62,62,NUM,NUM,nummod,dd,False,False
17243,Pascal,Pascal,PROPN,PROPN,ROOT,Xxxxx,True,False
17244,Attinger,Attinger,PROPN,PROPN,ROOT,Xxxxx,True,False
17245,k,k,PROPN,PROPN,nsubj,x,True,False
17246,k,k,PRON,PRON,dep,x,True,False
17247,e,e,ADV,ADV,fixed,x,True,False
17248,4-ne,4-ne,PRON,PRON,fixed,d-xx,False,False
17249,=,=,VERB,VERB,cop,=,False,False
17250,{,{,ADJ,ADJ,advmod,{,False,False
17251,ak,ak,VERB,VERB,obj,xx,True,False
17252,+,plus,ADP,ADP,case,+,False,False
17253,ene,ene,PROPN,PROPN,nmod,xxx,True,False
17254,},},NOUN,NOUN,nmod,},False,False
17255,:,:,PUNCT,PUNCT,punct,:,False,False
17256,m,m,ADP,ADP,case,x,True,False
17257,a,avoir,PROPN,PROPN,obl:arg,x,True,True
17258,-,-,PROPN,PROPN,obl:mod,-,False,False
17259,ra,ra,PROPN,PROPN,obl:arg,xx,True,False
17260,-,-,PROPN,PROPN,nmod,-,False,False
17261,ke,ke,NOUN,NOUN,nmod,xx,True,False
17262,4-ne,4-ne,NOUN,NOUN,obj,d-xx,False,False
17263,(,(,PUNCT,PUNCT,punct,(,False,False
17264,Nmsˇ.,Nmsˇ.,PROPN,PROPN,ROOT,Xxxx.,False,False
17265,116,116,NUM,NUM,nummod,ddd,False,False
17266,NiQ,NiQ,PROPN,PROPN,flat:name,XxX,True,False
17267,),),PUNCT,PUNCT,punct,),False,False
17268,//,//,VERB,VERB,appos,//,False,False
17269,ma,mon,DET,DET,dep,xx,True,True
17270,-,-,PROPN,PROPN,nmod,-,False,False
17271,ra,ra,PROPN,PROPN,nmod,xx,True,False
17272,-,-,PROPN,PROPN,nmod,-,False,False
17273,ab,ab,PROPN,PROPN,nmod,xx,True,False
17274,-,-,PUNCT,PUNCT,punct,-,False,False
17275,ke,ke,PRON,PRON,det,xx,True,False
17276,4n,4n,NOUN,NOUN,ROOT,dx,False,False
17277,4n,4n,NOUN,NOUN,flat:name,dx,False,False
17278,e,e,X,X,fixed,x,True,False
17279,(,(,PUNCT,PUNCT,punct,(,False,False
17280,NiTT,NiTT,PROPN,PROPN,nmod,XxXX,True,False
17281,et,et,CCONJ,CCONJ,cc,xx,True,True
17282,LaC3,lac3,VERB,VERB,conj,XxXd,False,False
17283,),),PUNCT,PUNCT,punct,),False,False
17284,//,//,VERB,VERB,ROOT,//,False,False
17285,m,m,ADP,ADP,acl,x,True,False
17286,a,avoir,AUX,AUX,aux:tense,x,True,True
17287,r,r,PRON,PRON,parataxis,x,True,False
17288,r,r,PRON,PRON,fixed,x,True,False
17289,a,avoir,AUX,AUX,fixed,x,True,True
17290,-akn,-akn,VERB,VERB,obl:mod,-xxx,False,False
17291,-akn,-akn,ADJ,ADJ,advmod,-xxx,False,False
17292,e,e,X,X,fixed,x,True,False
17293,(,(,PUNCT,PUNCT,punct,(,False,False
17294,x,x,NOUN,NOUN,parataxis,x,True,False
17295,3,3,NUM,NUM,nummod,d,False,False
17296,),),PUNCT,PUNCT,punct,),False,False
17297,//.,//.,NOUN,NOUN,ROOT,//.,False,False
17298,ppB,ppB,PROPN,PROPN,ROOT,xxX,True,False
17299,litt,litt,PROPN,PROPN,flat:name,xxxx,True,False
17300,.,.,PUNCT,PUNCT,punct,.,False,False
17301,k,k,ADJ,ADJ,ROOT,x,True,False
17302,k,k,ADJ,ADJ,dep,x,True,False
17303,e,e,ADV,ADV,dep,x,True,False
17304,4-e,4-e,NOUN,NOUN,obl:mod,d-x,False,False
17305,-,-,NOUN,NOUN,ROOT,-,False,False
17306,ne,ne,ADV,ADV,advmod,xx,True,True
17307,=,=,VERB,VERB,cop,=,False,False
17308,{,{,PRON,PRON,advmod,{,False,False
17309,ak,ak,VERB,VERB,obj,xx,True,False
17310,+,plus,ADP,ADP,case,+,False,False
17311,en,en,ADP,ADP,case,xx,True,True
17312,e,e,ADV,ADV,nmod,x,True,False
17313,},},ADJ,ADJ,fixed,},False,False
17314,:,:,PUNCT,PUNCT,punct,:,False,False
17315,äa,äa,ADV,ADV,obj,xx,True,False
17316,-,-,PROPN,PROPN,nmod,-,False,False
17317,ma,mon,PROPN,PROPN,nmod,xx,True,True
17318,-,-,PROPN,PROPN,nmod,-,False,False
17319,ab,ab,PROPN,PROPN,conj,xx,True,False
17320,-,-,PROPN,PROPN,nmod,-,False,False
17321,ke,ke,NOUN,NOUN,nmod,xx,True,False
17322,4-e,4-e,PROPN,PROPN,nmod,d-x,False,False
17323,-,-,NOUN,NOUN,nmod,-,False,False
17324,ne,ne,ADV,ADV,nmod,xx,True,True
17325,(,(,PUNCT,PUNCT,punct,(,False,False
17326,Angim,Angim,PROPN,PROPN,ROOT,Xxxxx,True,False
17327,161,161,NUM,NUM,nummod,ddd,False,False
17328,cC,cc,NOUN,NOUN,nmod,xX,True,False
17329,[,[,PUNCT,PUNCT,punct,[,False,False
17330,mA,ma,NOUN,NOUN,dep,xX,True,True
17331,],],PUNCT,PUNCT,punct,],False,False
17332,),),PUNCT,PUNCT,punct,),False,False
17333,//,//,VERB,VERB,ROOT,//,False,False
17334,ä,ä,X,X,amod,x,True,False
17335,a,avoir,AUX,AUX,punct,x,True,True
17336,-,-,ADV,ADV,obl:mod,-,False,False
17337,maak,maak,NOUN,NOUN,amod,xxxx,True,False
17338,-,-,PROPN,PROPN,ROOT,-,False,False
17339,n,ne,ADV,ADV,ROOT,x,True,False
17340,a,avoir,AUX,AUX,ROOT,x,True,True
17341,-,-,ADV,ADV,parataxis,-,False,False
17342,maak,maak,NOUN,NOUN,obl:arg,xxxx,True,False
17343,-,-,PROPN,PROPN,punct,-,False,False
17344,n,n,ADJ,ADJ,conj,x,True,False
17345,e,e,X,X,obl:arg,x,True,False
17346,(,(,PUNCT,PUNCT,punct,(,False,False
17347,version,version,NOUN,NOUN,obl:mod,xxxx,True,False
17348,pB,problème,NOUN,NOUN,nmod,xX,True,False
17349,),),PUNCT,PUNCT,punct,),False,False
17350,.,.,PUNCT,PUNCT,punct,.,False,False
17351,3.4.3.2,3.4.3.2,NUM,NUM,nummod,d.d.d.d,False,False
17352,Formes,forme,NOUN,NOUN,ROOT,Xxxxx,True,False
17353,redoublées,redoubler,VERB,VERB,acl,xxxx,True,False
17354,pB,pb,CCONJ,CCONJ,obl:mod,xX,True,False
17355,litt,litt,ADV,ADV,obl:mod,xxxx,True,False
17356,.,.,PUNCT,PUNCT,punct,.,False,False
17357,k,k,ADJ,ADJ,ROOT,x,True,False
17358,k,k,PRON,PRON,dep,x,True,False
17359,e,e,X,X,fixed,x,True,False
17360,4-ke,4-ke,NOUN,NOUN,parataxis,d-xx,False,False
17361,4-ne,4-ne,PRON,PRON,nsubj,d-xx,False,False
17362,=,=,VERB,VERB,ROOT,=,False,False
17363,{,{,ADJ,ADJ,advmod,{,False,False
17364,ak,ak,VERB,VERB,obj,xx,True,False
17365,+,plus,ADP,ADP,case,+,False,False
17366,ak,ak,NOUN,NOUN,fixed,xx,True,False
17367,+,plus,ADP,ADP,case,+,False,False
17368,ene,ene,NOUN,NOUN,dep,xxx,True,False
17369,},},PRON,PRON,nmod,},False,False
17370,:,:,PUNCT,PUNCT,punct,:,False,False
17371,im,im,PROPN,PROPN,obl:arg,xx,True,False
17372,-,-,NOUN,NOUN,conj,-,False,False
17373,mi,mi,ADV,ADV,obl:arg,xx,True,False
17374,-,-,PROPN,PROPN,obj,-,False,False
17375,in,in,PROPN,PROPN,obl:arg,xx,True,False
17376,-,-,PROPN,PROPN,obj,-,False,False
17377,ke,ke,NOUN,NOUN,det,xx,True,False
17378,4-ke,4-ke,NOUN,NOUN,obj,d-xx,False,False
17379,4-n,4-n,X,X,acl,d-x,False,False
17380,e,e,ADP,ADP,acl,x,True,False
17381,(,(,PUNCT,PUNCT,punct,(,False,False
17382,Cavigneaux,Cavigneaux,PROPN,PROPN,appos,Xxxxx,True,False
17383,/,/,SYM,SYM,cc,/,False,False
17384,al,al,NOUN,NOUN,nmod,xx,True,False
17385,-,-,PROPN,PROPN,nmod,-,False,False
17386,Rawi,Rawi,PROPN,PROPN,nmod,Xxxx,True,False
17387,",",",",PUNCT,PUNCT,punct,",",False,False
17388,Zeitschrift,zeitschrift,NOUN,NOUN,appos,Xxxxx,True,False
17389,für,für,VERB,VERB,acl,xxx,True,False
17390,Assyriologie,assyriologie,NOUN,NOUN,ROOT,Xxxxx,True,False
17391,und,und,ADP,ADP,case,xxx,True,False
17392,verwandte,verwandte,NOUN,NOUN,nmod,xxxx,True,False
17393,Gebiete,Gebiete,PROPN,PROPN,ROOT,Xxxxx,True,False
17394,",",",",PUNCT,PUNCT,punct,",",False,False
17395,(,(,PUNCT,PUNCT,punct,(,False,False
17396,from,from,NOUN,NOUN,dep,xxxx,True,False
17397,1939,1939,NUM,NUM,nummod,dddd,False,False
17398,),),PUNCT,PUNCT,punct,),False,False
17399,und,und,NOUN,NOUN,case,xxx,True,False
17400,Vorderasiatische,vorderasiatische,NOUN,NOUN,ROOT,Xxxxx,True,False
17401,Archäologie,Archäologie,PROPN,PROPN,nmod,Xxxxx,True,False
17402,(,(,PUNCT,PUNCT,punct,(,False,False
17403,Leipzig,leipzig,NOUN,NOUN,appos,Xxxxx,True,False
17404,…,…,NOUN,NOUN,nmod,…,False,False
17405,Berlin,Berlin,PROPN,PROPN,nmod,Xxxxx,True,False
17406,1886,1886,NUM,NUM,nmod,dddd,False,False
17407,ff,ff,NOUN,NOUN,nmod,xx,True,False
17408,.,.,PUNCT,PUNCT,punct,.,False,False
17409,),),PUNCT,PUNCT,punct,),False,False
17410,;,;,PUNCT,PUNCT,punct,;,False,False
17411,s.,s.,PRON,PRON,nummod,x.,False,False
17412,UAVA,uava,NOUN,NOUN,ROOT,XXXX,True,False
17413,  ,  ,SPACE,SPACE,dep,  ,False,False
17414,85,85,NUM,NUM,xcomp,dd,False,False
17415,",",",",PUNCT,PUNCT,punct,",",False,False
17416,21,21,NUM,NUM,nummod,dd,False,False
17417,Find,find,NOUN,NOUN,dep,Xxxx,True,False
17418,siglum,siglum,ADJ,ADJ,amod,xxxx,True,False
17419,",",",",PUNCT,PUNCT,punct,",",False,False
17420,Ur,Ur,PROPN,PROPN,obl:mod,Xx,True,False
17421,(,(,PUNCT,PUNCT,punct,(,False,False
17422,London,London,PROPN,PROPN,appos,Xxxxx,True,False
17423,/,/,SYM,SYM,case,/,False,False
17424,Philadelphia,philadelphia,NOUN,NOUN,nmod,Xxxxx,True,False
17425,/,sur,ADP,ADP,case,/,False,False
17426,Baghdad,Baghdad,PROPN,PROPN,nmod,Xxxxx,True,False
17427,),),PUNCT,PUNCT,punct,),False,False
17428,  ,  ,SPACE,SPACE,dep,  ,False,False
17429,4,4,NUM,NUM,nummod,d,False,False
17430,´,´,NOUN,NOUN,nmod,´,False,False
17431,[,[,PUNCT,PUNCT,punct,[,False,False
17432,Ur,ur,NOUN,NOUN,ROOT,Xx,True,False
17433,],],PUNCT,PUNCT,punct,],False,False
17434,),),PUNCT,PUNCT,punct,),False,False
17435,//,//,VERB,VERB,ROOT,//,False,False
17436,im,im,ADJ,ADJ,amod,xx,True,False
17437,m,m,ADP,ADP,punct,x,True,False
17438,m,m,ADP,ADP,case,x,True,False
17439,iin,iin,NOUN,NOUN,obl:arg,xxx,True,False
17440,iin,iin,ADJ,ADJ,amod,xxx,True,False
17441,-ak.ak-[n,-ak.ak-[n,ADJ,ADJ,amod,-xx.xx-[x,False,False
17442,],],PUNCT,PUNCT,punct,],False,False
17443,e,e,X,X,parataxis,x,True,False
17444,(,(,PUNCT,PUNCT,punct,(,False,False
17445,C,c,NOUN,NOUN,obl:mod,X,True,False
17446,6,6,NUM,NUM,nmod,d,False,False
17447,),),PUNCT,PUNCT,punct,),False,False
17448,//,//,NOUN,NOUN,dep,//,False,False
17449,;,;,PUNCT,PUNCT,punct,;,False,False
17450,confer,confer,VERB,VERB,ROOT,xxxx,True,False
17451,  ,  ,SPACE,SPACE,dep,  ,False,False
17452,supra,supra,NOUN,NOUN,nmod,xxxx,True,False
17453,2.2.3,2.2.3,NUM,NUM,nummod,d.d.d,False,False
17454,ex,e,NOUN,NOUN,nmod,xx,True,False
17455,.,.,PUNCT,PUNCT,punct,.,False,False
17456,4,4,NUM,NUM,ROOT,d,False,False
17457,.,.,PUNCT,PUNCT,punct,.,False,False
17458,3.5,3.5,NUM,NUM,nummod,d.d,False,False
17459,Forme,forme,NOUN,NOUN,ROOT,Xxxxx,True,False
17460,marû,marû,ADJ,ADJ,amod,xxxx,True,False
17461,non,non,ADV,ADV,advmod,xxx,True,False
17462,conjuguée,conjugué,ADJ,ADJ,amod,xxxx,True,False
17463,Que,que,SCONJ,SCONJ,obj,Xxx,True,True
17464,{,{,PRON,PRON,dep,{,False,False
17465,ak,ak,VERB,VERB,nsubj:pass,xx,True,False
17466,+,plus,ADP,ADP,case,+,False,False
17467,e,e,ADP,ADP,fixed,x,True,False
17468,d,d,ADP,ADP,case,x,True,False
17469,},},NOUN,NOUN,nmod,},False,False
17470,était,être,AUX,AUX,aux:pass,xxxx,True,True
17471,prononcé,prononcer,VERB,VERB,ROOT,xxxx,True,False
17472,ke,ke,DET,DET,det,xx,True,False
17473,3-d,3-d,NUM,NUM,obl:mod,d-x,False,False
17474,",",",",PUNCT,PUNCT,punct,",",False,False
17475,avec,avec,ADP,ADP,case,xxxx,True,True
17476,aphérèse,aphérèse,NOUN,NOUN,obl:mod,xxxx,True,False
17477,du,de,ADP,ADP,case,xx,True,True
17478,/a/,/a/,ADJ,ADJ,amod,/x/,False,False
17479,initial,initial,NOUN,NOUN,nmod,xxxx,True,False
17480,",",",",PUNCT,PUNCT,punct,",",False,False
17481,a,avoir,AUX,AUX,aux:tense,x,True,True
17482,été,être,AUX,AUX,aux:pass,xxx,True,False
17483,bien,bien,ADV,ADV,advmod,xxxx,True,False
17484,mis,mettre,VERB,VERB,ROOT,xxx,True,False
17485,en,en,ADP,ADP,case,xx,True,True
17486,évidence,évidence,NOUN,NOUN,obl:arg,xxxx,True,False
17487,par,par,ADP,ADP,case,xxx,True,True
17488,M.,m.,NOUN,NOUN,obl:agent,X.,False,False
17489,A.,A.,PROPN,PROPN,flat:name,X.,False,False
17490,Powell,Powell,PROPN,PROPN,flat:name,Xxxxx,True,False
17491,(,(,PUNCT,PUNCT,punct,(,False,False
17492,Mél,Mél,PROPN,PROPN,appos,Xxx,True,False
17493,.,.,PUNCT,PUNCT,punct,.,False,False
17494,Diakonoff,diakonoff,NOUN,NOUN,ROOT,Xxxxx,True,False
17495,314–319,314–319,NUM,NUM,amod,ddd–ddd,False,False
17496,",",",",PUNCT,PUNCT,punct,",",False,False
17497,surtout,surtout,ADV,ADV,advmod,xxxx,True,True
17498,317,317,NUM,NUM,nummod,ddd,False,False
17499,sq,sq,NOUN,NOUN,nmod,xx,True,False
17500,.,.,PUNCT,PUNCT,punct,.,False,False
17501,),),PUNCT,PUNCT,ROOT,),False,False
17502,",",",",PUNCT,PUNCT,punct,",",False,False
17503,et,et,CCONJ,CCONJ,cc,xx,True,True
17504,les,le,DET,DET,det,xxx,True,True
17505,quelques,quelque,PRON,PRON,nummod,xxxx,True,True
17506,gr,gr,CCONJ,CCONJ,conj,xx,True,False
17507,.,.,PUNCT,PUNCT,punct,.,False,False
17508,non-standard,non-standard,ADJ,ADJ,nsubj,xxx-xxxx,False,False
17509,nouvelles,nouveau,ADJ,ADJ,amod,xxxx,True,False
17510,ne,ne,ADV,ADV,advmod,xx,True,True
17511,font,faire,VERB,VERB,ROOT,xxxx,True,True
17512,que,que,ADV,ADV,mark,xxx,True,True
17513,confirmer,confirmer,VERB,VERB,xcomp,xxxx,True,False
17514,son,son,DET,DET,det,xxx,True,True
17515,hypothèse,hypothèse,NOUN,NOUN,obj,xxxx,True,False
17516,.,.,PUNCT,PUNCT,punct,.,False,False
17517,pB,pb,CCONJ,CCONJ,ROOT,xX,True,False
17518,litt./textes,litt./textes,DET,DET,det,xxxx./xxxx,False,False
17519,mathematical,mathematical,NOUN,NOUN,ROOT,xxxx,True,False
17520,(,(,PUNCT,PUNCT,punct,(,False,False
17521,texts,texts,PROPN,PROPN,appos,xxxx,True,False
17522,),),PUNCT,PUNCT,punct,),False,False
17523,  ,  ,SPACE,SPACE,dep,  ,False,False
17524,g,gramme,NOUN,NOUN,nmod,x,True,False
17525,e18,e18,NOUN,NOUN,fixed,xdd,False,False
17526,(,(,PUNCT,PUNCT,punct,(,False,False
17527,?,?,PUNCT,PUNCT,punct,?,False,False
17528,):,):,NOUN,NOUN,ROOT,):,False,False
17529,{,{,ADJ,ADJ,punct,{,False,False
17530,hub2-sar}(-)gin7,hub2-sar}(-)gin7,VERB,VERB,acl,xxxd-xxx}(-)xxxd,False,False
17531,(,(,PUNCT,PUNCT,punct,(,False,False
17532,InEb,ineb,CCONJ,CCONJ,appos,XxXx,True,False
17533,.,.,PUNCT,PUNCT,punct,.,False,False
17534,3,3,NUM,NUM,nummod,d,False,False
17535,JJJ,jjj,NOUN,NOUN,ROOT,XXX,True,False
17536,[,[,PUNCT,PUNCT,punct,[,False,False
17537,Tell,Tell,PROPN,PROPN,nmod,Xxxx,True,False
17538,Haddad,Haddad,PROPN,PROPN,flat:name,Xxxxx,True,False
17539,],],PUNCT,PUNCT,punct,],False,False
17540,;,;,PUNCT,PUNCT,punct,;,False,False
17541,courtoisie,courtoisi,ADJ,ADJ,ROOT,xxxx,True,False
17542,A.,A.,PROPN,PROPN,ROOT,X.,False,False
17543,Cavigneaux/,cavigneaux/,VERB,VERB,ROOT,Xxxxx/,False,False
17544,M.,m.,NOUN,NOUN,ROOT,X.,False,False
17545,Jaques,Jaques,PROPN,PROPN,flat:name,Xxxxx,True,False
17546,),),PUNCT,PUNCT,punct,),False,False
17547,//,//,VERB,VERB,ROOT,//,False,False
17548,äu,äu,NOUN,NOUN,dep,xx,True,False
17549,b2sa,b2sa,NOUN,NOUN,ROOT,xdxx,False,False
17550,b2sa,b2sa,PROPN,PROPN,ROOT,xdxx,False,False
17551,r,r,NOUN,NOUN,fixed,x,True,False
17552,(,(,PUNCT,PUNCT,punct,(,False,False
17553,),),PUNCT,PUNCT,punct,),False,False
17554,),),PUNCT,PUNCT,punct,),False,False
17555,re,r,VERB,VERB,ROOT,xx,True,False
17556,gin7,gin7,ADJ,ADJ,acl,xxxd,False,False
17557,gin7,gin7,ADJ,ADJ,amod,xxxd,False,False
17558,(,(,PUNCT,PUNCT,punct,(,False,False
17559,B,b,NOUN,NOUN,nmod,X,True,False
17560,[,[,PUNCT,PUNCT,punct,[,False,False
17561,Ur,ur,NOUN,NOUN,nsubj,Xx,True,False
17562,],],PUNCT,PUNCT,punct,],False,False
17563,),),PUNCT,PUNCT,punct,),False,False
17564,//,//,VERB,VERB,ROOT,//,False,False
17565,äu,äu,CCONJ,CCONJ,det,xx,True,False
17566,b2-dar,b2-dar,NOUN,NOUN,obj,xd-xxx,False,False
17567,ak,ak,ADJ,ADJ,amod,xx,True,False
17568,(,(,PUNCT,PUNCT,punct,(,False,False
17569,×,×,PROPN,PROPN,parataxis,×,False,False
17570,5,5,NUM,NUM,nummod,d,False,False
17571,),),PUNCT,PUNCT,punct,),False,False
17572,.,.,PUNCT,PUNCT,punct,.,False,False
17573,Soit,être,PRON,PRON,nsubj,Xxxx,True,True
17574,on,on,PRON,PRON,nsubj,xx,True,True
17575,a,avoir,AUX,AUX,aux:tense,x,True,True
17576,affaire,affaire,NOUN,NOUN,ROOT,xxxx,True,False
17577,à,à,ADP,ADP,case,x,True,True
17578,une,un,DET,DET,det,xxx,True,True
17579,gr,gr,PROPN,PROPN,obl:mod,xx,True,False
17580,.,.,PUNCT,PUNCT,punct,.,False,False
17581,non-standard,non-standard,ADJ,ADJ,nsubj,xxx-xxxx,False,False
17582,de,de,ADP,ADP,case,xx,True,True
17583,ke,ke,DET,DET,det,xx,True,False
17584,3-d,3-d,NUM,NUM,nmod,d-x,False,False
17585,(,(,PUNCT,PUNCT,punct,(,False,False
17586,lire,lire,VERB,VERB,parataxis,xxxx,True,False
17587,ge18,ge18,X,X,obl:arg,xxdd,False,False
17588,//,//,PROPN,PROPN,flat:name,//,False,False
17589,(,(,PUNCT,PUNCT,punct,(,False,False
17590,-r,-r,PRON,PRON,nsubj:pass,-x,False,False
17591,),),PUNCT,PUNCT,punct,),False,False
17592,e,e,NOUN,NOUN,punct,x,True,False
17593,-,-,NOUN,NOUN,nmod,-,False,False
17594,ge18,ge18,NOUN,NOUN,nmod,xxdd,False,False
17595,",",",",PUNCT,PUNCT,punct,",",False,False
17596,/e/,/e/,CCONJ,CCONJ,advmod,/x/,False,False
17597,remontant,remonter,VERB,VERB,acl,xxxx,True,False
17598,au,au,ADP,ADP,case,xx,True,True
17599,/a/,/a/,ADJ,ADJ,amod,/x/,False,False
17600,initial,initial,NOUN,NOUN,obl:arg,xxxx,True,False
17601,exceptionellement,exceptionellement,ADJ,ADJ,dep,xxxx,True,False
17602,exceptionellement,exceptionellement,NOUN,NOUN,advmod,xxxx,True,False
